POST_TR_SGP_TABLE_RegistrationNO,PaperCode,CA1,CA2,POST_TR_TR_MSE,IA_TOTAL,POST_TR_TR_ESE,ExamHeld,ExamName,College_Code,Course_Code,Semester,,
14103107130,241406,5,5,19,29,54,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107130,241802,5,5,15,25,49,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,103,8,,
14103107131,11201,5,4,14,23,43,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107131,011201P,5,5,8,18,28,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107131,11202,5,5,18,28,54,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107131,011202P,5,4,8,17,28,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107131,21102,5,5,17,27,37,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107131,021102P,5,5,7,17,29,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107131,21201,5,5,20,30,52,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107131,021201P,4,5,9,18,27,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107131,021203P,9,9,18,36,56,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107131,21307,5,5,19,29,49,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107131,31101,5,5,20,30,48,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107131,031101P,5,5,10,20,27,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107131,31342,5,5,17,27,58,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107131,031342P,5,5,9,19,29,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107131,31403,5,5,19,29,40,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107131,031403P,5,5,8,18,28,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107131,31404,5,5,19,29,31,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107131,31505,4,5,19,28,51,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107131,031505P,4,4,9,17,28,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107131,31506,4,5,18,27,45,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107131,31508,5,5,19,29,49,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107131,31510,4,5,20,29,59,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107131,31607,5,5,16,26,41,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107131,031607P,4,4,8,16,28,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107131,31609,4,5,20,29,45,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107131,031609P,4,5,8,17,27,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107131,31611,4,5,20,29,50,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107131,031611P,4,5,8,17,27,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107131,31616,5,5,18,28,41,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107131,31814,5,5,19,29,51,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,103,8,,
14103107131,031814P,5,5,10,20,29,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,103,8,,
14103107131,31815,5,5,18,28,52,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,103,8,,
14103107131,31833,5,5,14,24,46,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,103,8,,
14103107131,031840P,5,5,9,19,29,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,103,8,,
14103107131,031841P,9,9,18,36,50,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,103,8,,
14103107131,41301,5,5,20,30,42,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107131,041301P,5,4,9,18,28,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107131,41308,3,4,19,26,55,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107131,041308P,3,4,9,16,28,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107131,41402,5,5,19,29,55,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107131,041402P,5,5,8,18,23,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107131,41504,4,5,17,26,54,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107131,041504P,4,4,8,16,26,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107131,41603,5,5,13,23,44,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107131,041603P,5,4,9,18,28,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107131,51301,4,5,18,27,35,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107131,051301P,5,4,8,17,27,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107131,51602,4,4,16,24,45,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107131,61101,5,5,18,28,42,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107131,061101P,4,5,7,16,27,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107131,61505,4,5,18,27,36,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107131,211101,5,5,14,24,66,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107131,211202,4,4,18,26,55,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107131,211303,5,5,18,28,64,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107131,211404,4,5,18,27,61,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107131,211404P,4,4,8,16,28,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107131,221101,4,4,18,26,45,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107131,221101P,4,4,8,16,27,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107131,231201,5,5,19,29,44,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107131,231201P,5,4,10,19,28,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107131,241105,4,5,12,21,36,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107131,241401,4,5,16,25,44,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107131,241406,5,5,19,29,45,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107131,241802,5,5,18,28,51,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,103,8,,
14103107132,11201,5,5,16,26,48,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107132,011201P,5,5,7,17,26,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107132,11202,5,5,18,28,49,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107132,011202P,5,4,7,16,28,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107132,21102,5,4,18,27,46,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107132,021102P,5,4,8,17,24,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107132,21201,5,4,19,28,42,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107132,021201P,4,5,9,18,27,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107132,021203P,8,10,17,35,56,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107132,21307,5,5,19,29,53,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107132,31101,5,5,19,29,37,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107132,031101P,4,5,10,19,26,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107132,31342,5,5,17,27,55,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107132,031342P,5,5,9,19,26,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107132,31403,5,5,19,29,37,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107132,031403P,5,5,9,19,27,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107132,31404,5,5,19,29,36,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107132,31505,4,5,17,26,51,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107132,031505P,4,4,9,17,28,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107132,31506,4,5,18,27,36,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107132,31508,5,5,19,29,48,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107132,31510,4,5,19,28,54,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107132,31607,5,5,16,26,41,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107132,031607P,5,5,9,19,25,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107132,31609,4,5,20,29,55,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107132,031609P,4,5,8,17,28,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107132,31611,4,5,20,29,52,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107132,031611P,4,5,8,17,27,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107132,31616,5,5,18,28,44,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107132,31814,5,5,19,29,48,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,103,8,,
14103107132,031814P,5,5,10,20,27,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,103,8,,
14103107132,31815,5,5,15,25,50,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,103,8,,
14103107132,31833,5,5,14,24,47,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,103,8,,
14103107132,031840P,5,5,9,19,28,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,103,8,,
14103107132,031841P,9,9,18,36,50,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,103,8,,
14103107132,41301,4,5,19,28,45,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107132,041301P,5,5,9,19,28,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107132,41308,4,4,18,26,41,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107132,041308P,4,3,9,16,28,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107132,41402,5,5,19,29,44,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107132,041402P,5,5,9,19,25,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107132,41504,4,5,14,23,45,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107132,041504P,4,4,7,15,26,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107132,41603,4,5,16,25,56,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107132,041603P,5,4,8,17,25,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107132,51301,5,5,20,30,58,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107132,051301P,5,4,9,18,26,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107132,51602,4,5,15,24,46,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107132,61101,5,5,17,27,29,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107132,061101P,5,5,9,19,26,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107132,61505,4,5,17,26,29,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107132,211101,5,5,18,28,66,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107132,211202,4,4,17,25,64,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107132,211303,5,5,20,30,62,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107132,211404,4,5,18,27,47,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107132,211404P,4,4,8,16,26,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107132,221101,4,4,17,25,41,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107132,221101P,4,4,8,16,26,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107132,231201,5,5,18,28,49,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107132,231201P,4,5,10,19,28,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107132,241105,5,4,13,22,44,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107132,241401,4,5,17,26,39,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107132,241406,5,5,19,29,48,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107132,241802,5,5,13,23,56,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,103,8,,
14103107133,11201,3,AB,13,16,42,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107133,011201P,3,4,7,14,26,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107133,11202,5,5,17,27,34,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107133,011202P,5,4,8,17,28,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107133,21102,4,5,19,28,38,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107133,021102P,4,5,8,17,29,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107133,21201,4,5,15,24,45,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107133,021201P,4,5,7,16,27,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107133,021203P,10,9,17,36,57,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107133,21307,5,5,18,28,42,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107133,31101,5,5,20,30,37,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107133,031101P,5,5,10,20,25,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107133,31342,5,5,14,24,46,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107133,031342P,5,5,8,18,26,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107133,31403,5,5,18,28,42,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107133,031403P,5,5,9,19,28,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107133,31404,5,5,18,28,25,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107133,31505,4,5,17,26,48,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107133,031505P,4,4,9,17,27,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107133,31506,4,5,16,25,39,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107133,31508,5,5,19,29,34,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107133,31510,4,5,20,29,54,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107133,31607,4,4,10,18,41,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107133,031607P,4,4,8,16,27,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107133,31609,4,5,20,29,50,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107133,031609P,4,5,8,17,26,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107133,31611,4,5,17,26,44,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107133,031611P,4,5,8,17,26,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107133,31616,5,5,18,28,43,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107133,31814,5,5,19,29,40,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,103,8,,
14103107133,031814P,5,5,10,20,28,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,103,8,,
14103107133,31815,5,5,16,26,45,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,103,8,,
14103107133,31833,5,5,15,25,39,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,103,8,,
14103107133,031840P,5,5,9,19,28,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,103,8,,
14103107133,031841P,9,9,18,36,57,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,103,8,,
14103107133,41301,5,5,18,28,30,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107133,041301P,5,4,9,18,26,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107133,41308,4,4,18,26,38,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107133,041308P,3,5,8,16,28,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107133,41402,5,5,17,27,44,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107133,041402P,5,5,8,18,28,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107133,41504,4,5,10,19,51,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107133,041504P,4,4,7,15,26,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107133,41603,5,5,13,23,55,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107133,041603P,5,4,9,18,26,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107133,51301,5,5,20,30,33,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107133,051301P,5,5,9,19,25,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107133,51602,5,5,14,24,46,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107133,61101,4,5,18,27,34,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107133,061101P,5,4,8,17,26,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107133,61505,5,4,16,25,25,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107133,211101,5,5,12,22,58,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107133,211202,4,4,18,26,62,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107133,211303,5,5,17,27,66,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107133,211404,4,5,17,26,50,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107133,211404P,4,5,8,17,26,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107133,221101,4,4,17,25,25,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107133,221101P,4,5,7,16,26,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107133,231201,5,5,17,27,32,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107133,231201P,4,5,10,19,27,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107133,241105,4,5,14,23,26,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107133,241401,5,5,17,27,31,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107133,241406,5,5,18,28,46,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107133,241802,5,5,10,20,45,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,103,8,,
14103107134,11201,4,AB,14,18,40,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107134,011201P,5,5,7,17,26,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107134,11202,5,5,16,26,33,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107134,011202P,5,4,7,16,27,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107134,21102,4,AB,11,15,31,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107134,021102P,4,AB,8,12,25,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107134,21201,5,3,17,25,44,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107134,021201P,4,5,7,16,27,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107134,021203P,10,8,18,36,56,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,103,2,,
14103107134,21307,5,4,14,23,43,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107134,31101,5,4,20,29,26,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107134,031101P,4,5,10,19,25,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,103,1,,
14103107134,31342,5,2,12,19,39,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107134,031342P,5,5,7,17,25,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,103,3,,
14103107134,31403,4,5,15,24,38,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107134,031403P,4,4,8,16,28,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,103,4,,
14103107134,31404,5,5,12,22,32,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,103,4,,
14103107134,31505,5,5,15,25,38,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107134,031505P,4,4,9,17,28,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107134,31506,4,5,16,25,31,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107134,31508,5,5,11,21,27,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107134,31510,5,5,14,24,50,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,103,5,,
14103107134,31607,4,4,7,15,34,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107134,031607P,4,4,8,16,25,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107134,31609,5,5,20,30,33,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107134,031609P,5,5,8,18,27,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107134,31611,5,5,16,26,26,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107134,031611P,5,5,8,18,27,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
14103107134,31616,5,5,10,20,31,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,103,6,,
